con_id,experiment_id,input_condition,hmmf_panels_used,metab_well,trial_plate,ms_type,media,ph_adjust,value,compound,blank,log2FC,con_list,msk_id,name,seq_id
CON.085,3,taurocholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A4,SM042122_plate1,Quant,BHIM,6.8,0.00013277,lithocholic acid,4.0e-6,0.0,"DFI.1.234,DFI.2.45,DFI.6.78",DFI.6.78,Anaerobutyricum soehngenii,211108-DFI.6.78
CON.085,3,taurocholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A4,SM042122_plate1,Quant,BHIM,6.8,0.38,proline,1.55,-2.0281968918306523,"DFI.1.234,DFI.2.45,DFI.6.78",DFI.6.78,Anaerobutyricum soehngenii,211108-DFI.6.78
CON.085,3,taurocholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A4,SM042122_plate1,Quant,BHIM,6.8,0.38,propionate,0.303333,0.3250969593460822,"DFI.1.234,DFI.2.45,DFI.6.78",DFI.6.78,Anaerobutyricum soehngenii,211108-DFI.6.78
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,2.224e-5,glycochenodeoxycholic acid,0.0,0.0,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,0.00024915,3-oxolithocholic acid,0.0,0.0,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,0.0031864,lithocholic acid,9.0e-6,0.0,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,0.0,glycocholic acid,1.1e-5,0.0,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,0.0,isodeoxycholic acid,0.0,0.0,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,0.0,taurocholic acid,0.001933,0.0,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,0.0,taurochenodeoxycholic acid,0.034167,-2.7726035789018386,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,2.02,succinate,2.068333,-0.03411318415214267,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,0.31,propionate,0.311667,-0.007737191768128878,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,0.45,proline,1.553333,-1.7873702380122056,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,3.91,5aminovalerate,0.26,3.91058507916626,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,0.0,ursocholic acid,0.0,0.0,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,20.39,acetate,3.153333,2.6929123399031267,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,0.0,allocholic acid,0.0,0.0,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,0.0,alloisolithocholic acid,0.0,0.0,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,0.0,alpha-muricholic acid,0.0,0.0,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,0.0,beta-muricholic acid,4.0e-6,0.0,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,6.84,butyrate,0.183333,5.221457925166671,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,0.01197147,chenodeoxycholic acid,0.000115,1.259600314478454,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,0.00016316,cholic acid,6.5e-5,0.0,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,7.641e-5,deoxycholic acid,0.0,0.0,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,4,taurochenodeoxycholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",A7,SM042122_plate1,Quant,BHIM,6.8,2.87,glycine,3.338333,-0.21807713436243253,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
CON.084,3,taurocholic_acid__ug.ml:10,"[""BileAcidPanel"", ""PFBBr""]",B1,JM070722_plate1,Quant,BHIM,6.77,0.78,succinate,0.726667,0.10217973301991415,"DFI.1.234,DFI.2.45,DFI.3.84",DFI.3.84,Coprococcus comes,210702-DFI.3.84
